0,AggregatedData
25%,1996.0,6675000.0,0.0025782945722465016,4.7624631407878066e-05,0.0002282964717882211,0.0008893108229621608,0.0013382521425613736,0.024865240827682142,0.0039433779105530475,0.018883853937926822,0.0017179620416241852,0.5117814077814078,0.03578441183866812,0.9428644790755609,9.2,0.002282529467809729
50%,2002.0,7287829.0,0.002837018068048658,5.6481189320058806e-05,0.00024534016610900544,0.0009908350075294207,0.0016431412520846534,0.027464093810636834,0.004299489370298714,0.020822958082811198,0.0025164882747299396,0.5159450264504507,0.044474600768148215,0.9555253992318518,9.9,0.0031226888690636385
75%,2008.0,7769089.0,0.0034524799524799526,7.49063670411985e-05,0.00027012177012177013,0.0012325131340387933,0.0018718892652039463,0.03626966292134831,0.005880898876404494,0.027399969779389542,0.0027913614163614163,0.5224403400405196,0.05713552092443904,0.9642155881613319,10.7,0.004407781407781408
max,2014.0,8326289.0,0.0037489415085463383,9.274578428253262e-05,0.00032090586966569093,0.001419812047450316,0.001967696408969735,0.04234171174037544,0.007830734966592428,0.031125039770919502,0.003385937002863506,0.5332135800533166,0.07150091625904624,0.9769955430424622,12.7,0.005666764835812104
0,Washington
,year,population,violentCrimeRate,murderManslaughterRate,rapeRate,robberyRate,aggravatedAssaultRate,propertyCrimeRate,burglaryRate,larcenyTheftRate,motorVehicleTheftRate,laborForceRate,unemploymentRate,employmentRate,povertyRate,admittedImmigrantRate
count,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
mean,2002.0,6031892.6,0.0038761365293228274,3.543471328666297e-05,0.0004756010309722561,0.001065772138879328,0.0022933303948697082,0.04735055598605467,0.00963457434812503,0.0323896000975276,0.005326381540402033,0.516610352758248,0.06511788594715731,0.9348821140528426,10.895999999999999,0.0035678097780436667
std,7.359800721939872,651689.5660971053,0.0008170932937672898,1.0013445832830034e-05,0.0001176212982005388,0.000205009016280944,0.0004997117342835334,0.007870065554907898,0.001356558805535927,0.006276650268215093,0.0012213630598166493,0.011255612079547653,0.014771220281662712,0.014771220281662716,1.294050488453471,0.000967908994927294
min,1990.0,4866692.0,0.0028515066848119317,2.2838668535285e-05,0.00029711451900572177,0.0007986937674979785,0.0016465270274289,0.03579062639641685,0.007829747944142417,0.023863641859537373,0.003563371119842682,0.49418029803739416,0.04697415849756506,0.9000995635267133,8.0,0.0020734598568731
25%,1996.0,5533000.0,0.0033630468496194965,2.9469140160727437e-05,0.000405086159825958,0.000932592087352466,0.0019399192250526883,0.03806298272894621,0.00838674559511952,0.025501189148515915,0.004444998007174173,0.5081268357326283,0.0524427133594976,0.9266518527680074,10.2,0.0026961493115031255
50%,2002.0,6067060.0,0.0034871332709382,3.0801473092177086e-05,0.0004602833618439432,0.0009900907499762238,0.002056771731396197,0.04792513085248916,0.009494192598414171,0.03189782200934225,0.0052219410807879995,0.5176468422021727,0.06300483323846719,0.9369951667615328,11.2,0.0037651081386029517
75%,2008.0,6549224.0,0.004407130124777184,4.3493761140819966e-05,0.0005142602495543672,0.0012003565062388593,0.002649554367201426,0.05478239652991144,0.010625065916681315,0.03898536056388939,0.006187379152750923,0.5213939996385324,0.07334814723199255,0.9475572866405024,11.9,0.0044898753894080995
max,2014.0,7061530.0,0.005345404984423676,5.502526670409882e-05,0.0007198208722741434,0.0014553607014746912,0.003177764797507788,0.05785545939974222,0.012628701384842107,0.04140324065549623,0.00783340609885823,0.5362088240464054,0.09990043647328672,0.953025841502435,12.6,0.005074940158350211
0,West Virginia
,year,population,violentCrimeRate,murderManslaughterRate,rapeRate,robberyRate,aggravatedAssaultRate,propertyCrimeRate,burglaryRate,larcenyTheftRate,motorVehicleTheftRate,laborForceRate,unemploymentRate,employmentRate,povertyRate,admittedImmigrantRate
count,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
mean,2002.0,1820932.24,0.0026157063759428075,4.298485698207397e-05,0.00020136915445491497,0.0004188943759678197,0.001940516034066721,0.023518576380437056,0.005880756202666517,0.015935961487019965,0.0017018586907505714,0.4369904560722815,0.07092099567122802,0.929079004328772,17.236,0.00036253003501975225
std,7.359800721939872,18550.178126458333,0.00047144041491639253,1.1421631361524264e-05,2.2563315674897854e-05,4.121564523503482e-05,0.0004747897480617381,0.001555938265006424,0.00044754342217571345,0.001061533871683978,0.00034050183199799876,0.007568695260644326,0.01918862026666276,0.019188620266662758,2.200356031797279,7.545465782606378e-05
min,1990.0,1793477.0,0.0016928011900905337,2.2210191701717125e-05,0.0001540269120144234,0.00035182989375926187,0.0010209219298602658,0.020346684854452676,0.004849415724580425,0.014370524036771635,0.001024684298874901,0.424966698764467,0.043479865420928646,0.8868662150850182,14.2,0.00020621731455564292
25%,1996.0,1811000.0,0.0021575192096597146,3.6925423870798496e-05,0.0001865043875572242,0.00038698494015810625,0.0014763995609220638,0.02273274917853231,0.0055231849773681495,0.015166301969365427,0.001538910172809576,0.43080338477391233,0.05482570793982743,0.9193977881726093,15.7,0.0003161295590516775
50%,2002.0,1814468.0,0.0027589354014510036,4.129955947136564e-05,0.00019799362859740128,0.000427023174006978,0.002050733015642634,0.023241758241758243,0.005862885462555066,0.015635164835164837,0.0017694414019715225,0.4356067907995619,0.06777912051444207,0.9322208794855579,16.8,0.00038940474395156944
75%,2008.0,1826000.0,0.003012347063797477,4.690259570825076e-05,0.00021438790874239722,0.00043487858719646797,0.0022836712117258644,0.024724042198778457,0.0061755391343688735,0.016588749811491478,0.0019117387272004592,0.4433237831803659,0.08060221182739072,0.9451742920601726,18.1,0.00042131419105466596
max,2014.0,1856680.0,0.003506503856268761,6.923076923076924e-05,0.0002582734038291505,0.0005022593427656246,0.0029104646117609555,0.02636337140563221,0.006667962243198223,0.01797216555141082,0.002230996387072649,0.4492716445258818,0.1131337849149818,0.9565201345790714,22.3,0.0004687513835637059
0,Wisconsin
,year,population,violentCrimeRate,murderManslaughterRate,rapeRate,robberyRate,aggravatedAssaultRate,propertyCrimeRate,burglaryRate,larcenyTheftRate,motorVehicleTheftRate,laborForceRate,unemploymentRate,employmentRate,povertyRate,admittedImmigrantRate
count,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
mean,2002.0,5387338.24,0.0025931684048388637,3.461434494582186e-05,0.00021779899243099793,0.000932478717826297,0.0014010834234796199,0.030715727200781896,0.005338366458941773,0.022738168248322522,0.0026391924935175925,0.5498263308262341,0.05170403063394267,0.9482959693660571,10.14,0.001067165571882273
std,7.359800721939872,276048.6702478508,0.00022945296548140787,7.216705264471678e-06,1.790845295011319e-05,0.00013666299751201213,0.00018691882572359535,0.005953540053977987,0.0010165121610690145,0.004075778703052799,0.0009365676904622797,0.012271405028946292,0.01532102871604596,0.01532102871604596,1.55375888305318,0.00030979270171294527
min,1990.0,4891769.0,0.0020982884994057453,2.4168790630495443e-05,0.0001977090507949566,0.0007389798516698274,0.0011249137599429312,0.02088348475153728,0.0036848917354631227,0.01547581581377124,0.0012867944418141677,0.5288734611503532,0.031228422689482505,0.9133150133343545,7.9,0.0005505057851048295
25%,1996.0,5160000.0,0.0024584578148218266,2.838261082756554e-05,0.00020533160239697058,0.0008240400430997365,0.0012666174547489874,0.0266574216962086,0.004741657226265806,0.019996041713250708,0.0020506516829256463,0.5393780529517186,0.043729069968133645,0.945188218737312,8.8,0.0008698844551524075
50%,2002.0,5439692.0,0.0026441048034934497,3.342899261822081e-05,0.00021124883392308508,0.0008672318292472874,0.001376073575463875,0.02972290453839951,0.00488206144773225,0.02229907665919356,0.0025246080900479546,0.5505150178907392,0.04895711506018485,0.9510428849398151,9.9,0.0010403314891375783
75%,2008.0,5627967.0,0.002769525731584258,3.965183752417795e-05,0.00022740258088141754,0.0010085106382978722,0.0014999715284819517,0.03568662790697674,0.005882945736434109,0.026278157329689637,0.0034585271317829455,0.5571092354401551,0.05481178126268809,0.9562709300318664,10.9,0.001239579198094482
max,2014.0,5757564.0,0.002915217686249027,4.823410696266398e-05,0.0002626323147593369,0.0011977231875374475,0.0017756841843050131,0.04188900100908174,0.007515842583249243,0.030009081735620585,0.004364076690211907,0.5744847195357834,0.08668498666564553,0.9687715773105176,13.5,0.0015962863705972436
0,Wyoming
,year,population,violentCrimeRate,murderManslaughterRate,rapeRate,robberyRate,aggravatedAssaultRate,propertyCrimeRate,burglaryRate,larcenyTheftRate,motorVehicleTheftRate,laborForceRate,unemploymentRate,employmentRate,povertyRate,admittedImmigrantRate
count,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
mean,2002.0,508841.44,0.0025002625238625138,2.9204724558261303e-05,0.00029148281014913,0.00015475552648981324,0.0020174175884824057,0.03228888501071658,0.005042896748936447,0.025872982851068982,0.0013730054107111579,0.5351843882289034,0.04619181789848624,0.9538081821015136,10.548000000000002,0.0006877925288321161
std,7.359800721939872,40271.05409811536,0.0003343436035358431,8.459295571167064e-06,3.88347149675733e-05,2.578434596798993e-05,0.000305004925542554,0.006805218446033694,0.0012039960287898097,0.005455821356174814,0.00022283533741565038,0.011755460749726922,0.00960177375711765,0.00960177375711766,1.235623998903658,0.00022936192991272509
min,1990.0,453588.0,0.001954967277408487,1.4170477934794546e-05,0.0002156969150205511,9.072965473086674e-05,0.001538980369868853,0.019647249949927503,0.0028913657894421496,0.015723620352887,0.0009182946862287524,0.5123282608695652,0.028172307176906594,0.9355285413307748,8.7,0.0003087354661323019
25%,1996.0,480000.0,0.0022989323702724126,2.2935684171458836e-05,0.0002670708570199748,0.000139804739380665,0.0018619605422829763,0.02724961889957722,0.0041263976811071815,0.02174712954410627,0.0012426970696535879,0.5266218487394958,0.03896030883400172,0.946911618248469,9.7,0.0004902280548818214
50%,2002.0,498830.0,0.0025378443662573496,2.7882281009577565e-05,0.00029106029106029104,0.00016066407818985138,0.0019979166666666665,0.03264783677701852,0.004907483511416715,0.026213458523880313,0.0014096088335486903,0.5372329307736726,0.0472227023818454,0.9527772976181546,10.3,0.0006156563017687967
75%,2008.0,532668.0,0.00266514372739387,3.361344537815126e-05,0.000324029632509893,0.00017173913043478262,0.002175048908222657,0.039092744957979486,0.006245833333333333,0.031292714974822965,0.0015489361702127659,0.5449412580086873,0.053088381751530946,0.9610396911659983,11.0,0.0009127225587978518
max,2014.0,584153.0,0.0031952789699570814,4.850216496027232e-05,0.0003497854077253219,0.00020374220374220375,0.0026391304347826087,0.04255579399141631,0.0069217391304347824,0.0343412017167382,0.0016770833333333334,0.5514174949932937,0.06447145866922521,0.9718276928230934,13.5,0.0011347826086956522
